"X","order_id","count_reorders","count_products"
"2531",1774954,19,26
"2532",1775503,17,19
"2533",1775733,3,13
"2534",1775872,14,21
"2535",1776045,11,22
"2536",1776323,7,7
"2537",1776846,3,4
"2538",1777878,0,2
"2539",1777951,4,12
"2540",1778402,8,13
"2541",1779127,8,9
"2542",1779283,4,13
"2543",1780634,5,7
"2544",1781194,12,15
"2545",1781475,12,16
"2546",1781670,0,1
"2547",1782373,8,11
"2548",1784991,4,11
"2549",1785373,2,2
"2550",1785417,6,7
"2551",1786722,4,5
"2552",1789918,4,6
"2553",1790161,17,22
"2554",1792691,6,16
"2555",1793846,11,20
"2556",1794132,21,22
"2557",1794846,6,6
"2558",1794932,3,4
"2559",1796036,0,1
"2560",1796077,6,12
"2561",1797297,6,6
"2562",1797820,0,6
"2563",1798256,1,3
"2564",1798865,9,14
"2565",1799238,2,14
"2566",1799863,0,1
"2567",1800467,14,18
"2568",1803156,3,3
"2569",1803445,12,15
"2570",1804758,1,5
"2571",1806025,4,6
"2572",1806038,5,5
"2573",1806870,9,18
"2574",1807876,14,14
"2575",1808199,11,11
"2576",1808591,8,14
"2577",1810707,6,9
"2578",1810727,4,10
"2579",1812629,4,5
"2580",1813412,11,16
"2581",1813981,2,2
"2582",1814168,13,16
"2583",1814209,11,11
"2584",1814462,5,5
"2585",1814701,7,16
"2586",1815999,17,27
"2587",1816329,6,8
"2588",1817739,11,19
"2589",1818385,10,23
"2590",1819047,1,1
"2591",1819828,6,10
"2592",1820467,2,7
"2593",1820472,1,12
"2594",1821648,8,11
"2595",1822993,9,10
"2596",1823099,5,8
"2597",1823832,13,13
"2598",1824248,4,8
"2599",1824314,4,10
"2600",1824592,18,18
"2601",1825110,2,8
"2602",1825460,8,11
"2603",1825633,5,5
"2604",1825654,6,13
"2605",1825763,5,10
"2606",1826650,7,14
"2607",1826689,7,8
"2608",1826966,3,8
"2609",1827025,3,9
"2610",1827062,19,20
"2611",1827713,5,5
"2612",1828003,1,5
"2613",1828606,1,1
"2614",1829468,15,24
"2615",1829470,2,16
"2616",1831136,7,7
"2617",1831168,0,3
"2618",1832009,6,7
"2619",1833321,0,1
"2620",1833612,14,15
"2621",1833775,2,2
"2622",1833945,2,2
"2623",1834363,7,12
"2624",1835809,11,11
"2625",1836978,1,3
"2626",1838899,3,5
"2627",1839418,19,37
"2628",1839828,7,13
"2629",1840572,2,5
"2630",1842550,8,13
"2631",1842890,1,1
"2632",1844446,3,4
"2633",1845951,17,18
"2634",1846581,11,11
"2635",1846750,9,13
"2636",1847421,17,24
"2637",1848127,4,6
"2638",1848603,2,2
"2639",1852079,5,7
"2640",1852447,9,25
"2641",1854358,5,6
"2642",1856111,0,2
"2643",1860044,0,1
"2644",1860188,3,7
"2645",1860290,7,7
"2646",1862875,0,1
"2647",1863150,6,6
"2648",1863177,1,1
"2649",1863442,2,2
"2650",1864017,4,6
"2651",1864682,8,21
"2652",1864845,15,21
"2653",1865317,14,15
"2654",1865627,14,29
"2655",1865892,4,4
"2656",1867729,2,8
"2657",1867976,0,2
"2658",1868156,6,6
"2659",1868814,18,25
"2660",1868927,15,16
"2661",1868956,1,1
"2662",1869851,5,6
"2663",1870672,3,3
"2664",1871674,12,18
"2665",1874178,6,23
"2666",1874503,7,11
"2667",1876426,21,21
"2668",1876691,8,26
"2669",1877058,3,4
"2670",1877632,3,5
"2671",1879000,4,6
"2672",1880348,3,5
"2673",1880483,8,20
"2674",1881859,23,24
"2675",1883106,11,13
"2676",1884830,9,15
"2677",1885812,1,11
"2678",1886042,4,11
"2679",1887916,10,11
"2680",1887982,9,13
"2681",1888249,3,3
"2682",1888251,2,2
"2683",1888595,1,1
"2684",1888948,4,5
"2685",1890784,2,2
"2686",1891948,4,12
"2687",1891981,2,2
"2688",1892342,10,17
"2689",1893084,9,10
"2690",1893248,4,4
"2691",1893692,14,24
"2692",1893890,2,9
"2693",1894457,5,11
"2694",1894511,30,36
"2695",1894551,1,1
"2696",1895632,8,10
"2697",1896242,0,1
"2698",1896372,3,4
"2699",1897174,4,6
"2700",1898012,2,2
"2701",1898548,0,2
"2702",1898664,2,4
"2703",1899719,11,20
"2704",1901571,1,2
"2705",1901849,4,5
"2706",1902992,8,12
"2707",1903576,0,2
"2708",1904321,2,2
"2709",1905257,9,26
"2710",1906472,2,2
"2711",1906607,3,3
"2712",1907154,10,12
"2713",1907397,3,14
"2714",1907580,3,10
"2715",1908115,5,5
"2716",1909104,2,11
"2717",1909526,0,7
"2718",1909779,5,5
"2719",1910047,5,17
"2720",1910361,8,22
"2721",1910452,1,8
"2722",1910842,1,4
"2723",1910844,6,8
"2724",1912725,2,13
"2725",1913470,3,3
"2726",1913659,15,22
"2727",1913685,5,5
"2728",1914757,15,26
"2729",1915214,4,16
"2730",1915301,0,8
"2731",1915483,4,6
"2732",1916865,16,17
"2733",1917119,6,10
"2734",1918070,10,11
"2735",1919645,2,10
"2736",1920115,4,5
"2737",1920492,15,15
"2738",1920498,6,12
"2739",1921433,1,8
"2740",1922506,3,6
"2741",1922584,21,38
"2742",1923688,5,5
"2743",1925322,16,21
"2744",1926964,4,7
"2745",1927000,3,11
"2746",1928202,9,13
"2747",1928310,13,22
"2748",1929427,0,2
"2749",1929489,1,3
"2750",1930160,1,7
"2751",1930305,5,9
"2752",1930392,17,26
"2753",1932645,1,1
"2754",1933428,10,41
"2755",1933734,3,5
"2756",1935133,8,11
"2757",1939001,1,1
"2758",1939915,2,10
"2759",1939944,12,21
"2760",1939976,7,8
"2761",1940283,3,13
"2762",1942314,2,2
"2763",1942938,0,2
"2764",1943395,15,21
"2765",1943542,3,11
"2766",1944317,8,11
"2767",1944538,0,1
"2768",1945008,2,3
"2769",1945564,7,10
"2770",1945753,5,5
"2771",1946567,3,8
"2772",1947813,3,3
"2773",1948721,3,4
"2774",1948731,1,1
"2775",1949222,6,7
"2776",1949305,0,5
"2777",1950220,2,2
"2778",1950738,2,9
"2779",1950746,3,5
"2780",1950888,3,4
"2781",1952433,3,7
"2782",1953315,1,1
"2783",1954894,3,7
"2784",1955031,3,7
"2785",1955916,8,12
"2786",1957637,11,13
"2787",1958799,2,7
"2788",1959852,13,14
"2789",1960458,16,16
"2790",1960531,6,7
"2791",1960644,7,21
"2792",1961077,3,3
"2793",1961089,4,10
"2794",1961397,6,6
"2795",1961681,5,6
"2796",1963089,7,7
"2797",1963381,7,11
"2798",1965791,15,28
"2799",1965959,1,10
"2800",1966770,0,8
"2801",1967607,6,20
"2802",1968800,1,9
"2803",1969365,6,7
"2804",1969734,2,2
"2805",1969972,7,8
"2806",1970233,2,5
"2807",1970722,16,18
"2808",1972969,6,7
"2809",1973072,2,14
"2810",1973453,2,4
"2811",1973517,3,11
"2812",1974688,9,34
"2813",1977008,0,2
"2814",1978875,5,7
"2815",1979109,14,18
"2816",1979499,3,6
"2817",1980328,8,8
"2818",1980356,1,1
"2819",1980502,3,9
"2820",1982701,3,9
"2821",1983294,6,16
"2822",1983491,11,26
"2823",1983710,5,21
"2824",1983974,7,25
"2825",1984559,20,23
"2826",1984929,0,3
"2827",1985663,25,26
"2828",1986392,2,6
"2829",1987372,6,9
"2830",1989606,4,4
"2831",1989664,19,21
"2832",1989741,5,9
"2833",1990803,2,7
"2834",1990839,3,3
"2835",1991834,4,10
"2836",1992486,7,15
"2837",1994315,0,1
"2838",1994774,9,10
"2839",1997979,5,32
"2840",1998069,6,6
"2841",1998165,1,8
"2842",1999436,8,16
"2843",1999447,4,13
"2844",1999511,2,4
"2845",1999653,9,9
"2846",2000867,8,12
"2847",2000877,31,41
"2848",2001948,14,14
"2849",2002734,7,27
"2850",2003810,4,6
"2851",2004238,8,16
"2852",2004746,10,11
"2853",2005288,3,6
"2854",2006245,14,14
"2855",2006858,6,10
"2856",2008703,10,12
"2857",2009160,0,5
"2858",2009537,4,4
"2859",2010157,4,7
"2860",2010336,2,9
"2861",2011531,1,3
"2862",2013451,4,11
"2863",2014458,20,24
"2864",2015720,3,8
"2865",2015722,6,8
"2866",2016060,3,3
"2867",2017541,0,2
"2868",2018043,4,4
"2869",2018996,1,1
"2870",2019642,0,3
"2871",2020619,1,7
"2872",2021252,3,5
"2873",2021751,27,38
"2874",2021866,4,6
"2875",2022616,20,20
"2876",2023316,15,21
"2877",2024915,2,2
"2878",2025148,2,6
"2879",2025845,12,19
"2880",2025952,17,18
"2881",2026131,11,14
"2882",2027882,16,21
"2883",2028928,39,40
"2884",2029701,9,10
"2885",2031155,14,17
"2886",2032480,0,4
"2887",2033066,1,1
"2888",2033078,33,39
"2889",2034727,3,12
"2890",2034962,1,13
"2891",2035439,5,7
"2892",2036276,11,14
"2893",2036354,1,3
"2894",2036682,4,7
"2895",2036708,4,4
"2896",2037641,3,3
"2897",2039222,0,2
"2898",2039529,8,9
"2899",2040454,10,18
"2900",2040576,3,3
"2901",2040753,27,30
"2902",2040919,1,3
"2903",2041158,3,15
"2904",2041246,10,13
"2905",2041446,12,37
"2906",2042726,17,27
"2907",2043142,24,39
"2908",2043587,2,3
"2909",2043618,4,5
"2910",2043687,9,11
"2911",2043766,3,8
"2912",2043799,2,5
"2913",2044231,2,2
"2914",2046280,1,10
"2915",2046307,10,12
"2916",2046513,10,14
"2917",2047008,1,2
"2918",2047267,1,1
"2919",2047294,18,26
"2920",2048137,5,11
"2921",2048962,1,6
"2922",2049402,8,8
"2923",2049753,13,15
"2924",2050664,16,16
"2925",2050816,1,39
"2926",2050942,6,11
"2927",2051179,1,2
"2928",2051633,4,4
"2929",2052189,6,6
"2930",2052796,2,10
"2931",2052951,3,4
"2932",2054072,2,2
"2933",2056879,18,23
"2934",2057882,1,3
"2935",2058090,5,15
"2936",2058159,5,9
"2937",2058178,11,24
"2938",2058318,4,6
"2939",2058857,7,10
"2940",2059576,7,7
"2941",2059795,7,16
"2942",2060840,7,10
"2943",2061777,3,8
"2944",2063049,9,11
"2945",2063151,2,9
"2946",2063555,2,7
"2947",2065125,12,13
"2948",2065253,4,6
"2949",2065364,3,6
"2950",2065907,2,6
"2951",2066172,2,2
"2952",2066620,1,1
"2953",2067140,18,21
"2954",2068987,9,12
"2955",2069255,0,2
"2956",2069338,16,23
"2957",2069939,3,4
"2958",2070715,5,6
"2959",2071745,16,18
"2960",2072093,3,5
"2961",2072397,1,17
"2962",2072471,9,10
"2963",2073040,9,11
"2964",2073547,0,3
"2965",2073771,2,7
"2966",2074826,4,6
"2967",2074873,3,4
"2968",2075349,7,12
"2969",2075821,1,1
"2970",2077329,3,4
"2971",2077829,8,9
"2972",2078323,9,9
"2973",2079362,18,18
"2974",2079394,16,20
"2975",2081329,2,2
"2976",2082012,2,12
"2977",2082487,3,5
"2978",2082888,4,5
"2979",2084121,4,9
"2980",2085431,13,19
"2981",2088565,1,3
"2982",2088920,14,14
"2983",2090236,3,24
"2984",2090776,3,10
"2985",2090837,1,4
"2986",2091116,10,13
"2987",2091410,10,10
"2988",2092072,14,15
"2989",2092170,2,4
"2990",2094651,1,1
"2991",2094732,8,17
"2992",2094818,9,12
"2993",2095056,15,20
"2994",2095270,4,4
"2995",2095394,3,12
"2996",2096510,10,17
"2997",2096824,5,5
"2998",2097401,4,5
"2999",2098592,4,4
"3000",2099274,8,10
"3001",2099671,5,7
"3002",2099928,0,10
"3003",2100498,10,10
"3004",2100851,8,8
"3005",2102652,15,20
"3006",2103242,7,11
"3007",2103441,18,23
"3008",2103810,4,8
"3009",2105798,10,11
"3010",2106122,2,2
"3011",2106575,0,2
"3012",2106620,7,9
"3013",2106759,5,15
"3014",2107363,7,11
"3015",2107890,28,29
"3016",2107927,16,20
"3017",2109557,1,10
"3018",2109821,4,5
"3019",2109917,14,17
"3020",2110338,1,2
"3021",2110556,3,5
"3022",2111236,6,7
"3023",2113831,14,20
"3024",2115401,5,6
"3025",2115829,4,9
"3026",2116950,0,3
"3027",2117096,7,13
"3028",2117579,7,11
"3029",2118546,8,12
"3030",2118816,17,24
"3031",2120833,2,5
"3032",2122273,4,6
"3033",2122426,3,8
"3034",2123403,3,4
"3035",2123650,5,6
"3036",2124577,1,3
"3037",2125998,8,11
"3038",2126075,2,8
"3039",2126288,9,20
"3040",2127772,4,9
"3041",2128733,5,5
"3042",2129452,7,10
"3043",2129731,0,2
"3044",2131538,7,9
"3045",2131981,37,43
"3046",2132434,24,28
"3047",2133560,4,4
"3048",2134777,6,8
"3049",2134979,7,10
"3050",2135077,4,6
"3051",2135601,1,5
"3052",2135935,12,15
"3053",2136227,4,7
"3054",2136395,2,6
"3055",2136425,4,14
"3056",2137323,6,7
"3057",2137805,5,8
"3058",2137931,5,6
"3059",2138672,10,11
"3060",2139451,3,3
"3061",2142814,20,20
"3062",2143492,4,4
"3063",2145920,4,5
"3064",2146999,0,6
"3065",2147586,2,4
"3066",2147838,1,11
"3067",2149995,20,26
"3068",2150955,11,12
"3069",2151102,1,1
"3070",2154261,5,5
"3071",2154420,5,9
"3072",2155459,0,3
"3073",2155809,6,8
"3074",2155833,2,6
"3075",2156254,27,28
"3076",2156276,11,11
"3077",2156774,1,15
"3078",2156923,2,8
"3079",2157743,0,6
"3080",2157804,4,8
"3081",2158030,3,6
"3082",2158164,7,29
"3083",2158997,1,1
"3084",2159629,8,8
"3085",2161393,5,5
"3086",2161976,6,7
"3087",2162224,1,1
"3088",2162338,5,8
"3089",2162684,1,3
"3090",2162685,2,5
"3091",2162707,4,4
"3092",2162930,2,4
"3093",2163823,3,5
"3094",2165705,5,13
"3095",2166567,2,2
"3096",2167281,9,9
"3097",2167547,7,7
"3098",2167825,4,11
"3099",2168543,38,43
"3100",2169488,12,14
"3101",2169609,2,8
"3102",2170041,2,4
"3103",2170331,5,6
"3104",2171151,1,4
"3105",2171408,3,4
"3106",2172228,5,21
"3107",2173929,7,10
"3108",2173966,7,10
"3109",2174188,0,2
"3110",2175112,2,2
"3111",2175524,0,3
"3112",2176059,22,35
"3113",2176700,10,17
"3114",2176866,0,2
"3115",2177213,27,31
"3116",2178464,10,12
"3117",2178527,4,9
"3118",2178585,8,10
"3119",2180564,7,10
"3120",2180638,13,13
"3121",2181096,1,5
"3122",2181496,6,7
"3123",2181578,2,2
"3124",2181613,20,39
"3125",2182441,3,14
"3126",2183593,2,4
"3127",2184608,6,10
"3128",2186017,7,8
"3129",2186896,9,20
"3130",2187015,10,11
"3131",2187398,17,18
"3132",2187755,8,8
"3133",2188166,0,7
"3134",2188568,3,3
"3135",2189225,1,4
"3136",2189763,11,13
"3137",2190408,11,17
"3138",2191641,13,13
"3139",2194125,18,18
"3140",2194260,4,4
"3141",2194969,16,17
"3142",2195299,1,1
"3143",2195844,4,6
"3144",2195997,2,8
"3145",2196205,5,6
"3146",2197524,11,11
"3147",2198505,2,3
"3148",2198829,3,13
"3149",2199053,11,13
"3150",2199189,7,16
"3151",2200555,4,9
"3152",2201880,8,15
"3153",2202484,10,14
"3154",2204835,4,6
"3155",2205623,2,13
"3156",2206402,6,7
"3157",2206796,2,4
"3158",2207230,7,7
"3159",2208652,18,22
"3160",2209760,14,15
"3161",2209808,18,27
"3162",2211122,8,8
"3163",2211693,1,4
"3164",2212638,5,6
"3165",2213306,1,2
"3166",2213661,3,3
"3167",2213846,5,20
"3168",2215267,4,14
"3169",2216608,4,12
"3170",2217800,1,1
"3171",2218096,9,13
"3172",2218381,6,10
"3173",2218472,4,8
"3174",2219219,15,20
"3175",2220121,2,8
"3176",2220500,7,9
"3177",2221946,0,2
"3178",2222345,3,7
"3179",2222431,11,14
"3180",2222986,12,15
"3181",2223398,5,7
"3182",2225654,3,5
"3183",2226113,3,3
"3184",2227724,7,13
"3185",2229694,3,3
"3186",2230042,1,4
"3187",2230476,1,3
"3188",2230843,2,2
"3189",2231717,1,1
"3190",2232048,15,24
"3191",2232417,16,20
"3192",2233284,9,11
"3193",2233425,0,3
"3194",2233521,0,2
"3195",2233642,1,1
"3196",2233747,0,1
"3197",2236203,3,12
"3198",2237093,10,16
"3199",2237193,2,7
"3200",2237983,3,11
"3201",2238376,8,13
"3202",2240258,5,7
"3203",2241257,0,1
"3204",2241316,10,18
"3205",2242051,2,6
"3206",2242594,2,2
"3207",2243695,6,8
"3208",2243771,3,4
"3209",2244267,4,7
"3210",2244388,8,10
"3211",2244726,10,10
"3212",2245142,1,1
"3213",2245225,4,48
"3214",2245539,14,21
"3215",2246386,7,16
"3216",2246525,20,29
"3217",2246577,2,3
"3218",2246795,7,11
"3219",2247941,10,18
"3220",2248198,1,9
"3221",2248970,4,9
"3222",2249286,16,18
"3223",2249547,5,6
"3224",2250374,1,5
"3225",2251279,5,5
"3226",2251577,5,5
"3227",2251783,6,12
"3228",2252183,5,8
"3229",2252977,6,7
"3230",2253636,12,17
"3231",2255101,4,6
"3232",2255970,8,9
"3233",2257484,15,24
"3234",2259183,2,2
"3235",2259438,8,13
"3236",2261819,11,13
"3237",2262135,3,4
"3238",2262305,14,22
"3239",2263729,1,2
"3240",2263754,1,9
"3241",2264232,11,11
"3242",2264475,17,22
"3243",2264723,2,2
"3244",2265124,6,8
"3245",2265182,5,9
"3246",2266813,4,4
"3247",2267486,6,6
"3248",2267606,6,9
"3249",2268574,18,25
"3250",2268605,3,5
"3251",2269663,14,28
"3252",2270271,6,9
"3253",2271266,14,15
"3254",2271625,3,4
"3255",2271684,6,8
"3256",2271780,7,17
"3257",2273422,3,10
"3258",2273931,1,1
"3259",2275550,6,10
"3260",2276406,5,5
"3261",2276848,5,5
"3262",2276959,0,6
"3263",2277418,7,12
"3264",2278175,9,13
"3265",2278434,12,15
"3266",2278455,15,27
"3267",2278633,6,9
"3268",2278706,2,5
"3269",2279882,5,13
"3270",2280762,1,2
"3271",2280977,13,15
"3272",2281400,1,2
"3273",2281768,5,14
"3274",2282643,11,22
"3275",2283528,3,3
"3276",2284058,15,15
"3277",2284500,6,9
"3278",2284816,4,4
"3279",2285434,1,7
"3280",2285807,1,19
"3281",2287877,4,4
"3282",2288481,8,8
"3283",2289679,0,3
"3284",2290615,7,8
"3285",2290967,5,6
"3286",2292397,13,27
"3287",2292402,1,1
"3288",2292711,2,17
"3289",2294690,1,1
"3290",2295547,3,3
"3291",2295580,4,12
"3292",2296179,5,6
"3293",2296391,14,17
"3294",2296437,1,5
"3295",2297442,2,2
"3296",2297562,0,1
"3297",2297922,2,10
"3298",2298760,9,12
"3299",2298945,18,29
"3300",2299547,19,26
"3301",2300241,26,35
"3302",2300579,4,14
"3303",2300792,5,15
"3304",2301520,1,2
"3305",2302238,0,5
"3306",2302474,4,7
"3307",2302667,9,17
"3308",2302986,7,14
"3309",2303090,6,19
"3310",2303579,8,8
"3311",2303619,2,6
"3312",2304191,2,5
"3313",2304659,10,22
"3314",2305321,1,9
"3315",2306039,10,14
"3316",2306152,1,2
"3317",2306384,4,8
"3318",2307289,9,14
"3319",2307582,10,13
"3320",2307995,0,7
"3321",2308418,13,14
"3322",2308622,11,11
"3323",2308721,21,24
"3324",2308869,1,4
"3325",2309053,0,2
"3326",2309156,2,2
"3327",2309512,15,15
"3328",2310422,17,22
"3329",2310545,0,1
"3330",2312632,6,22
"3331",2313501,7,9
"3332",2313690,10,12
"3333",2315508,6,10
"3334",2315871,9,14
"3335",2316417,14,18
"3336",2317066,2,2
"3337",2317221,1,2
"3338",2317600,4,11
"3339",2318221,17,21
"3340",2318522,5,11
"3341",2319460,0,1
"3342",2320465,2,9
"3343",2320557,18,25
"3344",2322661,1,4
"3345",2322916,2,8
"3346",2324120,4,7
"3347",2325946,2,3
"3348",2326863,6,11
"3349",2327589,11,16
"3350",2327609,0,2
"3351",2328072,14,14
"3352",2329499,0,3
"3353",2329508,32,36
"3354",2329725,5,12
"3355",2330273,1,1
"3356",2330470,0,5
"3357",2330628,5,14
"3358",2330840,8,11
"3359",2334154,8,8
"3360",2334410,1,1
"3361",2334427,2,3
"3362",2334476,2,7
"3363",2334892,14,19
"3364",2335041,6,9
"3365",2335468,9,12
"3366",2336748,8,9
"3367",2337018,19,23
"3368",2337257,4,6
"3369",2337940,17,18
"3370",2338377,11,31
"3371",2339065,7,20
"3372",2339434,11,11
"3373",2339621,0,4
"3374",2339687,6,14
"3375",2339738,22,27
"3376",2340228,12,16
"3377",2341061,2,6
"3378",2342547,0,2
"3379",2342941,3,6
"3380",2343419,4,6
"3381",2344353,3,3
"3382",2344512,2,4
"3383",2346527,3,3
"3384",2347052,8,12
"3385",2347435,2,3
"3386",2347960,2,2
"3387",2348582,8,19
"3388",2348730,2,8
"3389",2349039,1,11
"3390",2350326,11,12
"3391",2350991,16,22
"3392",2351837,2,6
"3393",2352065,1,10
"3394",2353226,4,4
"3395",2354934,7,11
"3396",2356466,1,1
"3397",2357359,19,21
"3398",2357598,8,8
"3399",2358704,6,10
"3400",2358737,1,1
"3401",2359134,19,19
"3402",2359516,8,13
"3403",2359582,4,7
"3404",2360905,1,8
"3405",2360996,4,8
"3406",2361011,14,20
"3407",2362104,4,7
"3408",2362258,10,12
"3409",2362273,4,4
"3410",2362455,14,19
"3411",2363041,22,27
"3412",2363042,12,12
"3413",2363142,9,9
"3414",2363817,5,5
"3415",2364226,0,1
"3416",2364328,3,3
"3417",2364777,3,3
"3418",2365662,9,14
"3419",2365694,2,3
"3420",2365798,1,3
"3421",2365882,7,7
"3422",2367487,23,25
"3423",2368028,2,4
"3424",2368402,7,13
"3425",2368443,2,2
"3426",2369281,15,21
"3427",2369300,11,15
"3428",2369481,5,7
"3429",2370304,2,2
"3430",2370576,0,1
"3431",2371892,4,5
"3432",2372071,2,7
"3433",2373122,1,1
"3434",2373314,2,7
"3435",2373776,1,11
"3436",2374130,9,13
"3437",2377288,11,15
"3438",2378381,6,10
"3439",2380375,5,12
"3440",2381528,2,18
"3441",2381567,2,4
"3442",2381666,7,8
"3443",2381768,7,17
"3444",2382190,13,16
"3445",2382215,4,5
"3446",2382258,17,18
"3447",2382372,16,28
"3448",2384610,15,16
"3449",2385358,3,3
"3450",2385377,6,6
"3451",2386502,0,1
"3452",2387933,4,9
"3453",2388060,4,6
"3454",2388176,6,6
"3455",2388975,6,6
"3456",2389233,9,17
"3457",2390423,4,6
"3458",2390576,4,6
"3459",2391033,12,27
"3460",2391598,11,16
"3461",2392424,22,37
"3462",2392653,3,3
"3463",2393615,4,9
"3464",2393672,3,4
"3465",2394426,10,12
"3466",2395408,2,4
"3467",2396372,13,21
"3468",2396906,1,1
"3469",2397105,1,2
"3470",2397200,11,13
"3471",2398118,6,9
"3472",2398367,10,12
"3473",2399617,1,1
"3474",2399870,7,15
"3475",2401770,12,15
"3476",2401844,18,21
"3477",2401879,3,4
"3478",2402183,7,9
"3479",2402733,5,6
"3480",2403593,16,20
"3481",2404901,7,10
"3482",2405153,5,9
"3483",2405339,3,6
"3484",2405358,6,20
"3485",2405560,3,6
"3486",2405750,27,30
"3487",2406692,21,22
"3488",2407105,4,7
"3489",2407291,1,1
"3490",2407358,4,6
"3491",2407498,31,34
"3492",2409283,5,16
"3493",2409613,6,9
"3494",2409718,0,3
"3495",2410012,1,2
"3496",2410458,3,5
"3497",2410822,1,4
"3498",2412876,11,11
"3499",2413078,1,1
"3500",2413474,5,8
"3501",2413849,22,35
"3502",2414559,1,1
"3503",2415039,16,17
"3504",2415196,2,4
"3505",2415397,2,4
"3506",2415567,46,64
"3507",2415797,0,8
"3508",2416332,0,2
"3509",2417517,4,10
"3510",2418508,6,6
"3511",2419587,3,4
"3512",2419866,2,5
"3513",2420001,2,7
"3514",2421642,12,17
"3515",2422389,6,15
"3516",2422831,6,8
"3517",2423657,1,1
"3518",2425056,4,5
"3519",2425115,6,17
"3520",2425802,7,8
"3521",2427788,20,29
"3522",2427903,1,5
"3523",2429849,5,5
"3524",2430154,4,4
"3525",2430391,0,1
"3526",2431239,16,16
"3527",2431500,2,9
"3528",2432178,12,13
"3529",2433535,5,6
"3530",2433990,6,16
"3531",2434827,4,4
"3532",2435413,2,3
"3533",2435970,5,6
"3534",2436691,13,13
"3535",2438472,8,10
"3536",2440738,4,4
"3537",2441520,5,6
"3538",2442789,15,15
"3539",2443572,1,8
"3540",2446435,7,11
"3541",2447221,7,7
"3542",2447817,1,1
"3543",2447997,4,6
"3544",2448259,5,9
"3545",2448852,9,11
"3546",2449436,3,4
"3547",2451051,2,3
"3548",2451162,5,7
"3549",2451743,7,13
"3550",2452288,2,10
"3551",2454696,11,12
"3552",2455822,4,9
"3553",2456434,2,4
"3554",2456648,9,11
"3555",2456672,1,1
"3556",2456898,2,20
"3557",2457163,3,8
"3558",2457983,4,8
"3559",2458063,2,11
"3560",2458638,9,17
"3561",2458809,2,2
"3562",2459174,12,12
"3563",2459980,1,6
"3564",2460725,13,13
"3565",2461515,3,3
"3566",2462328,3,4
"3567",2464931,20,36
"3568",2465597,4,18
"3569",2466078,15,16
"3570",2466924,1,2
"3571",2466956,4,5
"3572",2467649,3,6
"3573",2468379,6,12
"3574",2468786,12,41
"3575",2468919,27,38
"3576",2469581,7,10
"3577",2470056,7,11
"3578",2471241,4,12
"3579",2473053,4,6
"3580",2473254,11,13
"3581",2473694,7,11
"3582",2474655,1,1
"3583",2474700,2,2
"3584",2474975,4,7
"3585",2475805,4,8
"3586",2477028,4,12
"3587",2477093,2,2
"3588",2477222,23,41
"3589",2477977,5,7
"3590",2478601,3,4
"3591",2478728,6,14
"3592",2479083,0,9
"3593",2479500,0,5
"3594",2479530,11,21
"3595",2481523,7,10
"3596",2481738,14,22
"3597",2482251,10,14
"3598",2483275,7,7
"3599",2483511,4,8
"3600",2483972,4,11
"3601",2484257,12,22
"3602",2484995,1,1
"3603",2485132,1,5
"3604",2486324,2,8
"3605",2488199,5,13
"3606",2489544,5,6
"3607",2491563,2,10
"3608",2492456,10,11
"3609",2494281,10,16
"3610",2496157,10,10
"3611",2496170,5,15
"3612",2496853,1,1
"3613",2497147,0,6
"3614",2497404,2,2
"3615",2498381,8,8
"3616",2500390,4,5
"3617",2501615,9,27
"3618",2505690,6,21
"3619",2506046,0,9
"3620",2506363,4,6
"3621",2506471,12,17
"3622",2508423,1,3
"3623",2509343,1,7
"3624",2509762,3,3
"3625",2510891,2,9
"3626",2511009,12,12
"3627",2512770,16,18
"3628",2512821,24,32
"3629",2513091,1,1
"3630",2513262,4,7
"3631",2514716,6,9
"3632",2516011,9,10
"3633",2516015,4,7
"3634",2516109,6,8
"3635",2516470,22,25
"3636",2516998,20,23
"3637",2518233,12,26
"3638",2519394,3,12
"3639",2521787,5,6
"3640",2522318,5,6
"3641",2523659,5,12
"3642",2524171,0,3
"3643",2524309,4,5
"3644",2524360,6,10
"3645",2525292,11,12
"3646",2525326,5,5
"3647",2526508,17,21
"3648",2527111,11,18
"3649",2527653,4,5
"3650",2528300,13,30
"3651",2528311,2,8
"3652",2529066,10,13
"3653",2529445,0,5
"3654",2530803,9,36
"3655",2531559,3,4
"3656",2531899,4,10
"3657",2532744,2,2
"3658",2533932,2,2
"3659",2534174,6,7
"3660",2534301,0,9
"3661",2534421,1,4
"3662",2534818,0,3
"3663",2534860,3,10
"3664",2534943,5,16
"3665",2535125,5,6
"3666",2535440,0,12
"3667",2536004,7,9
"3668",2536585,0,3
"3669",2537293,3,4
"3670",2537295,0,8
"3671",2540059,5,10
"3672",2540529,1,1
"3673",2542317,1,3
"3674",2543735,1,5
"3675",2544106,14,18
"3676",2544568,15,23
"3677",2545884,14,17
"3678",2546569,1,10
"3679",2547593,10,13
"3680",2547845,4,5
"3681",2548145,7,7
"3682",2548219,5,14
"3683",2548784,2,8
"3684",2549149,9,13
"3685",2550047,3,5
"3686",2550921,1,8
"3687",2551594,2,9
"3688",2553139,5,8
"3689",2553907,9,15
"3690",2554364,16,16
"3691",2555811,0,1
"3692",2556746,3,11
"3693",2557642,3,3
"3694",2557687,5,5
"3695",2558463,9,19
